case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,chased
Application_305384816,1,651,408.21,72,5000,26000,862,0,0
Application_30562676,1,20000,320.18,72,20000,20000,1003,0,0
Application_30588126,1,6187,279.77,78,19000,19000,881,0,0
Application_306776565,0,10000,189.08,60,10000,10000,645,0,0
Application_306805974,1,8250.45,236.83,72,15000,15000,864,0,0
Application_306812685,1,12000,253.24,53,12000,12000,0,0,0
Application_306979772,0,0,240,57,12000,12000,723,0,0
Application_307119027,1,0,225,78,0,15000,0,0,0
Application_307198667,0,10000,250,45,10000,10000,797,0,0
Application_307275498,1,5100,203.12,27,10000,5100,865,1,0
Application_307362226,1,3000,400,89,30000,30000,962,0,0
Application_307624926,1,2752.67,254.56,120,0,25000,836,0,0
Application_307801348,1,10000,300.07,36,10000,10000,1048,0,0
Application_308066254,1,6000,118.56,59,6000,6000,933,0,0
Application_308292208,1,1718,246.58,120,24000,24000,795,0,1
Application_308361144,1,799,43.05,180,5000,5000,990,0,0
Application_308398565,0,16000,296.93,60,16000,16000,0,0,0
Application_308637091,1,18000,373.61,53,18000,18000,971,0,0
Application_308748254,1,540,431.73,120,0,42400,975,0,0
Application_308765657,1,0,75,81,5000,5000,0,0,0
Application_308913902,0,0,400,47,0,17000,949,0,0
Application_308951247,0,5000,152.82,36,5000,5000,666,0,0
Application_30900295,1,0,100,134,0,10000,964,0,0
Application_309081417,1,23000,236.31,120,23000,23000,0,0,0
Application_309095903,1,50000,509.11,120,0,50000,962,0,0
Application_309154115,1,3913,398.1,78,27200,27200,783,0,0
Application_309337918,1,6000,445.68,14,6000,6000,1059,0,0
Application_309511799,1,0,300,56,15000,15000,971,0,0
Application_309593146,1,5000,56.3,120,5000,5000,980,0,0
Application_309727639,1,10000,302.21,36,0,10000,903,0,0
Application_309815171,1,289,154.11,120,30000,15000,791,1,0
Application_309817125,0,50,210,127,21000,21000,0,0,0
Application_30994806,1,15000,301.06,55,15000,15000,1071,0,1
Application_310079444,0,10000,355.65,30,10000,10000,851,0,0
Application_310339805,1,0,350,100,12750,29000,0,0,0
Application_310365219,1,0,150,127,0,15000,949,0,0
Application_310659608,0,2000,200,39,7000,7000,0,0,0
Application_310763026,0,18997,360,126,0,36000,0,0,0
Application_311095509,1,25000,270.4,115,23000,25000,874,0,0
Application_311200494,1,10000,249.58,44,10000,10000,985,0,0
Application_311761829,1,30000,300,126,30000,30000,994,0,0
Application_311809965,1,0,250,69,0,15000,0,0,0
Application_311851403,1,5532,205.49,120,20000,20000,848,0,1
Application_311889726,1,0,200,57,10000,10000,960,0,1
Application_312153234,0,7500,646.58,12,7500,7500,690,0,0
Application_312371727,1,7944,347.35,72,22000,22000,940,0,0
Application_312403940,0,0,390,126,39000,39000,894,0,0
Application_31244249,1,7142,226.9,60,12000,12000,806,0,0
Application_312602744,1,7948,200.95,56,10000,10000,0,0,0
Application_312820903,0,500,150,54,0,7000,0,0,1
Application_312902192,1,6037,272.29,32,0,8000,1027,0,0
Application_313331619,1,18000,184.94,120,18000,18000,926,0,0
Application_313616696,1,13000,299.85,48,13000,13000,972,0,0
Application_313803657,1,21500,493.12,48,21500,21500,863,0,0
Application_313920006,0,30000,305.47,120,30000,30000,0,0,0
Application_314482642,0,7000,213.95,36,7000,7000,714,0,0
Application_314632032,1,0,250,82,17500,17500,958,0,0
Application_314684019,1,15000,200,127,15000,20000,947,0,0
Application_314744124,1,0,300,126,30000,30000,887,0,0
Application_315066056,1,8000,155.83,60,8000,8000,1111,0,0
Application_315324597,1,0,200,57,0,10000,870,0,0
Application_315713743,1,7000,203.72,38,7000,7000,1018,0,0
Application_315771274,0,20000,401.42,55,0,20000,862,0,0
Application_315815107,1,0,216.62,86,16000,16000,822,0,0
Application_316027075,0,5000,56.3,120,5000,5000,916,0,0
Application_316306867,0,11000,299.52,40,11000,11000,0,0,0
Application_316337434,1,10000,169.64,69,9000,10000,1005,0,0
Application_31681283,1,2666,401.25,52,19000,19000,984,0,0
Application_316891806,1,0,200,127,20000,20000,754,0,0
Application_31697623,1,0,200,74,12500,12500,969,0,0
Application_317073400,1,20000,205.49,120,20000,20000,878,0,0
Application_317156013,1,0,120.88,180,0,16000,918,0,0
Application_317164413,1,0,100,58,5000,5000,840,0,0
Application_317415209,1,4138,171.27,108,0,15000,947,0,0
Application_317578647,1,0,453.11,120,44500,44500,917,0,0
Application_317775008,1,0,100,134,10000,10000,982,0,0
Application_317782907,0,5171.71,241.45,120,5000,23500,0,0,0
Application_317789291,1,0,200,57,8100,10000,0,0,0
Application_317857560,1,27500,287.63,120,20000,27500,987,0,0
Application_318047263,0,5000,160,127,0,16000,0,0,0
Application_318265642,1,30000,554.14,60,30000,30000,941,0,0
Application_318775276,0,7500,1000,56,0,50000,0,0,0
Application_318948108,1,363,363.08,36,12000,12100,877,0,0
Application_31924676,0,20000,205.49,120,20000,20000,910,0,1
Application_31933940,1,1933,254.56,120,25000,25000,821,0,0
Application_319529465,1,4672,299.46,56,15000,15000,0,0,0
Application_319664833,1,5000,220,127,22000,22000,0,0,0
Application_31979019,0,0,345,126,0,34500,0,0,0
Application_320107802,0,0,250,126,25000,25000,0,0,0
Application_320202328,1,16000,164.39,120,16000,16000,971,0,0
Application_320562148,0,1500,250,45,0,10000,799,0,0
Application_320894139,1,6500,198.67,36,6500,6500,995,0,0
Application_321053657,1,5000,64.43,100,5000,5000,963,0,0
Application_322077071,1,11600,353.39,78,24000,24000,0,0,0
Application_322092868,1,0,500,126,50000,50000,954,0,0
Application_322546358,1,0,250,126,0,25000,938,0,0
Application_322796669,1,0,180,127,20000,18000,708,1,0
Application_322806868,1,20668,254.56,120,25000,25000,867,0,0
Application_322827900,1,7,236.31,120,23000,23000,845,0,0
Application_322896225,1,7427.54,278.38,60,15000,15000,1013,0,0
Application_322995182,1,30000,305.47,120,30000,30000,874,0,0
Application_323012882,1,8000,80,138,8000,8000,1033,0,0
Application_323026401,1,0,150,127,15000,15000,0,0,0
Application_323040575,1,1530,988.54,65,57500,57500,0,0,0
Application_323048075,0,7500,325,126,0,32500,0,0,0
Application_32330697,1,4911.45,254.56,120,25000,25000,715,0,0
Application_32371457,0,5000,152.82,36,5000,5000,655,0,1
Application_32426870,1,0,120,73,0,7300,806,0,1
Application_324381591,1,0,300,56,15000,15000,938,0,0
Application_324425606,1,20000,300,78,20000,20000,991,0,0
Application_324510607,1,17500,324.77,60,17500,17500,979,0,1
Application_32455983,1,8399.74,254.56,120,25000,25000,853,0,0
Application_324825693,1,5186,447.87,59,23500,23500,806,0,1
Application_325370159,1,30000,305.47,120,30000,30000,1073,0,1
Application_325518276,0,20000,492.25,44,20000,20000,844,0,0
Application_325914570,1,15000,423.02,38,15000,15000,985,0,0
Application_32595808,1,10000,125.16,100,10000,10000,943,0,0
Application_326005778,0,20000,315.77,72,20000,20000,0,0,0
Application_326098909,1,10,241.45,120,0,23500,848,0,0
Application_326178610,1,4032,210.12,120,20000,20000,944,0,0
Application_326292262,1,20045,356.38,120,20000,35000,917,0,0
Application_326473270,0,0,200,48,8500,8500,754,0,1
Application_327285663,1,15000,344.04,48,15000,15000,736,0,0
Application_327346593,0,9000,150,127,15000,15000,892,0,0
Application_3275887,0,8873,249.58,44,10000,10000,748,0,0
Application_327715289,1,7500,225,78,15000,15000,883,0,0
Application_327745005,1,8048,363.52,48,0,16000,788,0,0
Application_327979815,1,706,148.86,48,0,6300,984,0,0
Application_328315872,1,2000,325,71,20000,20000,0,0,1
Application_328328477,0,0,750,126,75000,75000,0,0,0
Application_328400356,1,15000,299.46,56,15000,15000,810,0,0
Application_328433912,0,3137,149.07,37,5000,5000,0,0,1
Application_328529547,1,8000,200.12,45,8000,8000,1022,0,0
Application_328566784,1,5000,100.25,58,5000,5000,983,0,0
Application_328932760,1,10000,106.46,120,10000,10000,839,0,0
Application_329002079,1,5000,99.68,59,5000,5000,960,0,0
Application_329041133,1,19815,461.63,55,23000,23000,960,0,0
Application_329140052,1,4724,210.12,120,20000,20000,803,0,1
Application_32936700,1,7510,213.78,81,15000,15000,854,0,1
Application_329445112,1,5404,254.56,120,25000,25000,909,0,0
Application_329777560,1,10000,106.46,120,0,10000,996,0,0
Application_329799527,1,0,150,58,7500,7500,925,0,0
Application_330076575,1,2034,350.68,47,15000,15000,998,0,0
Application_330153287,0,0,680,87,0,50000,0,0,0
Application_330239418,1,11000,117.1,120,11000,11000,1033,0,0
Application_330311767,0,262,500,40,18100,18100,0,0,0
Application_330499966,1,0,270,78,18000,18000,871,0,0
Application_331057835,1,0,400.53,96,32000,32000,737,0,0
Application_331201516,0,10000,200.95,56,10000,10000,0,0,0
Application_331373069,1,38000,386.93,120,42375,38000,865,1,0
Application_331401841,0,15000,357.61,46,15000,15000,0,0,0
Application_331704410,1,0,150,127,15000,15000,0,0,0
Application_331874214,1,11000,216.7,58,11000,11000,806,0,0
Application_33235604,1,3,206.1,60,0,10900,924,0,0
Application_332459563,1,10000,189.08,60,10000,10000,961,0,0
Application_332612552,1,0,200,127,20000,20000,930,0,0
Application_333014804,1,15000,154.11,120,15000,15000,971,0,0
Application_333457786,1,4528,132.74,120,12250,12200,853,1,0
Application_333493166,1,10000,106.46,120,10000,10000,831,0,0
Application_333630267,1,5402,249.58,44,10000,10000,0,0,0
Application_333750415,1,8000,244.52,36,10000,8000,0,1,0
Application_333758826,1,16500,374.87,48,16500,16500,926,0,0
Application_333905118,1,15000,255.7,66,15000,15000,965,0,0
Application_334155346,1,10000,230.66,48,10000,10000,1082,0,0
Application_334823612,1,10184.51,461.78,60,25000,25000,772,0,0
Application_335096189,1,5280,158.98,120,5000,15000,800,0,0
Application_335153465,1,9357.39,528.34,30,15000,15000,992,0,0
Application_335494466,1,16148,205.49,120,20000,20000,887,0,0
Application_335735060,0,15000,249.04,68,15000,15000,845,0,0
Application_335998237,1,25000,254.56,120,25000,25000,860,0,0
Application_336169271,1,2030,273.53,79,18500,18500,896,0,0
Application_336250197,1,15018,318.93,72,15000,20200,1003,0,1
Application_33661599,1,20000,288.11,80,20000,20000,1011,0,0
Application_33685427,0,0,500,32,15000,15000,824,0,0
Application_336998136,1,0,1100,56,55000,55000,0,0,0
Application_337224137,1,6500,289,24,6500,6500,1097,0,0
Application_33744271,1,2500,300,56,0,15000,0,0,0
Application_33745946,0,5500,198.66,30,9000,5500,0,1,1
Application_337687736,0,0,150,106,0,12500,0,0,0
Application_337794163,1,10000,106.46,120,10000,10000,909,0,0
Application_33783000,0,74000,753.49,120,74000,74000,0,0,0
Application_338416179,1,0,400,126,0,40000,0,0,1
Application_338494020,1,4,289.03,50,13000,13000,759,0,0
Application_33869292,1,8500,142.13,72,8500,8500,1064,0,0
Application_339050206,1,29000,299.33,118,29000,29000,1022,0,0
Application_339059703,0,6000,270,24,6000,6000,0,0,0
Application_339123229,1,0,500,126,50000,50000,0,0,0
Application_339180061,0,9100,301.11,33,5000,9100,0,0,0
Application_339198916,0,12500,239.09,60,12500,12500,675,0,0
Application_339407729,0,3000,600,56,30000,30000,0,0,0
Application_339465223,1,5000,291.87,18,5000,5000,837,0,0
Application_339732743,1,5000,97.4,60,5000,5000,959,0,0
Application_339768782,1,1136,775.79,60,40000,42000,843,0,0
Application_340094554,1,10000,189.08,60,10000,10000,927,0,0
Application_340358016,0,8593.12,472.15,90,26700,36500,667,0,0
Application_340829391,1,8000,298.17,29,8000,8000,963,0,0
Application_341208154,1,7500,199.5,42,7500,7500,976,0,0
Application_341219888,1,15000,199.14,88,15000,15000,930,0,0
Application_341433848,1,0,317,126,35000,31700,864,1,0
Application_341802627,1,18000,298.85,68,18000,18000,996,0,0
Application_341808795,1,0,400.87,88,30346,30400,919,0,0
Application_341875321,1,9000,499,19,9000,9000,1124,0,0
Application_34193941,0,0,500,126,50000,50000,0,0,0
Application_342142984,0,0,205.49,120,20000,20000,764,0,1
Application_342458168,1,15000,296.2,56,15000,15000,901,0,0
Application_342520730,1,2622.42,675.69,140,75000,75000,918,0,0
Application_342934243,1,17000,234.83,84,17000,17000,972,0,0
Application_342966558,1,5000,100.25,58,5000,5000,832,0,0
Application_343088948,1,22000,774.9,30,22000,22000,1054,0,0
Application_343307958,1,0,100,134,6000,10000,990,0,0
Application_343501813,1,1425,220.9,120,21500,21500,821,0,0
Application_343744148,0,2800,700,54,0,34000,0,0,0
Application_344142106,1,41000,417.47,120,41000,41000,941,0,0
Application_344293557,1,8500,200.85,48,12000,8500,0,1,0
Application_344339957,1,5000,153.68,36,5000,5000,727,0,0
Application_345353913,1,0,801.94,113,75000,75000,905,0,0
Application_345753341,0,5500,110,134,11000,11000,0,0,0
Application_345854511,1,2800,78,138,7750,7800,906,0,0
Application_345921229,1,5995,295.24,48,12800,12800,857,0,0
Application_346200578,1,11000,150,90,11000,11000,859,0,0
Application_346329864,0,0,150,80,10000,10000,797,0,0
Application_346361051,1,1770,508.01,54,25000,25000,775,0,0
Application_346466308,1,2284,55,138,0,5500,916,0,0
Application_346568508,1,8500,165.57,60,8500,8500,0,0,0
Application_346641351,0,5000,250,126,25000,25000,0,0,0
Application_347109788,1,6600,568.99,12,12000,6600,846,1,0
Application_347136910,1,15000,300,56,15000,15000,869,0,0
Application_347235748,1,5000,291.87,18,5000,5000,1057,0,0
Application_347955060,1,30000,313.78,120,30000,30000,726,0,0
Application_348027827,1,0,150,127,15000,15000,0,0,0
Application_348076099,1,20000,375.53,60,20000,20000,953,0,0
Application_348193355,1,3006,350.19,50,16000,16000,797,0,0
Application_348671098,1,18000,355.44,56,18000,18000,824,0,0
Application_34891841,0,5167,239.54,120,22600,22600,949,0,0
Application_349243808,1,1184,97.4,60,5000,5000,869,0,1
Application_349261388,1,30955,886.62,60,48000,48000,899,0,0
Application_349439107,1,3000,234.38,96,19000,19000,750,0,0
Application_349559655,0,7000,78.82,120,10000,7000,0,1,0
Application_349709198,1,15000,278.38,60,15000,15000,1006,0,0
Application_350314882,1,7275,248.65,60,13000,13000,1013,0,0
Application_350793850,1,0,398.42,108,35900,35900,749,0,1
Application_350811716,1,15000,203.08,86,15000,15000,894,0,0
Application_350820149,0,0,100,58,5000,5000,0,0,0
Application_351085295,1,0,110,105,9000,9000,0,0,0
Application_351135084,1,15000,154.11,120,15000,15000,1009,0,0
Application_351199303,1,5000,347.54,15,5000,5000,1033,0,0
Application_351324138,1,1126,199.38,102,17000,17000,926,0,1
Application_351536838,1,6500,119.89,64,6500,6500,1042,0,0
Application_352085668,1,0,350,126,35000,35000,781,0,0
Application_352165642,1,25000,461.78,60,25000,25000,833,0,0
Application_352244155,1,0,100,72,6000,6000,946,0,1
Application_352307284,1,17500,179.8,120,17500,17500,841,0,0
Application_352481047,1,15393,313.78,120,30000,30000,883,0,0
Application_352518540,1,13955.63,591.08,60,30000,32000,905,0,0
Application_352581778,1,0,674.2,60,36000,36500,812,0,1
Application_352895702,0,18500,194.36,120,18500,18500,896,0,0
Application_353245935,1,2500,150,58,7500,7500,882,0,0
Application_353528293,1,0,191.27,60,10000,10000,853,0,1
Application_353618899,1,2097,254.56,120,30000,25000,940,1,0
Application_353670997,1,0,300,56,15000,15000,983,0,0
Application_353916403,1,2000,100,72,6000,6000,752,0,0
Application_354038480,1,6181,179.8,120,0,17500,901,0,0
Application_354580507,1,5000,175.23,31,5000,5000,932,0,0
Application_354855594,0,5500,152.84,40,10000,5500,0,1,0
Application_354865116,1,12354,478.57,120,47000,47000,926,0,0
Application_354927185,1,5000,56.3,120,0,5000,937,0,1
Application_355591291,0,10000,106.46,120,10000,10000,0,0,0
Application_355753971,0,5000,50.56,140,5000,5000,0,0,0
Application_355809275,0,1000,100,134,10000,10000,678,0,0
Application_355824775,1,30000,305.47,120,30000,30000,846,0,0
Application_356411886,1,20000,371.17,60,21500,20000,984,1,0
Application_356588813,0,23,145.52,38,5000,5000,777,0,0
Application_356808628,1,35000,646.5,60,35000,35000,746,0,0
Application_356891063,1,10000,232.82,48,10000,10000,800,0,1
Application_356892787,1,8000,100,134,10000,10000,874,0,0
Application_356937764,0,12000,269.41,50,0,12000,0,0,1
Application_357088901,1,0,180,84,12500,12500,0,0,0
Application_357201241,0,5000,244.54,24,5000,5500,0,0,0
Application_357513341,1,3148,348.3,58,18000,18000,969,0,0
Application_357527061,1,15000,157.59,120,15000,15000,932,0,0
Application_357595149,1,0,500,82,0,35000,830,0,0
Application_357965927,1,15000,154.11,120,15000,15000,1011,0,0
Application_357999520,1,5600,200,89,15000,15000,931,0,0
Application_358101907,1,10000,200.01,57,10000,10000,1030,0,0
Application_358135917,1,0,186.44,180,0,25000,946,0,0
Application_358719047,1,0,250,57,12500,12500,0,0,0
Application_359130582,1,0,450,83,32000,32000,902,0,0
Application_359420421,1,4430.06,75.97,81,5000,5000,710,0,0
Application_359467139,1,4805,90.08,120,5000,8000,789,0,0
Application_359567454,1,50000,1090.03,50,50000,50000,0,0,0
Application_359635976,1,0,170,78,11000,11100,1089,0,0
Application_359831672,1,5000,97.4,60,5000,5000,1020,0,0
Application_360196526,1,7000,558.5,13,0,7000,908,0,0
Application_360248209,0,13000,302.67,48,13000,13000,645,0,0
Application_360332231,1,5000,152.82,36,5000,5000,969,0,0
Application_360341371,1,0,200,89,15000,15000,1025,0,0
Application_360475310,0,8000,91.62,120,8000,8000,1039,0,0
Application_360538011,1,20000,371.17,60,20000,20000,783,0,0
Application_360640750,0,10000,189.08,60,10000,10000,0,0,0
Application_360688817,1,25000,254.56,120,25000,25000,983,0,0
Application_360903234,0,10000,300,37,10000,10000,988,0,0
Application_361368763,1,15000,250,126,25000,25000,877,0,0
Application_361521807,0,19500,351.43,62,19500,19500,856,0,0
Application_361573979,1,15000,966.4,16,15000,15000,1078,0,0
Application_361798468,1,24852.8,352.1,117,33000,33000,844,0,0
Application_361904257,1,10390,236.35,60,12500,12500,914,0,0
Application_362042856,1,0,300,56,0,15000,864,0,0
Application_3621854,0,7500,150,80,10000,10000,684,0,0
Application_362288598,1,0,55,138,5500,5500,929,0,0
Application_36275758,1,5000,97.4,60,0,5000,867,0,0
Application_362852963,1,18000,184.94,120,25000,18000,873,1,1
Application_362875716,0,0,200,89,0,15000,0,0,0
Application_362903716,0,2200,170,127,0,17000,0,0,0
Application_362911825,0,0,750,126,75000,75000,0,0,0
Application_362963886,1,5000,152.82,36,5000,5000,1088,0,1
Application_362983989,0,6500,150,49,6500,6500,912,0,0
Application_363074457,0,5428.26,199.61,120,19000,19000,620,0,0
Application_363195083,0,0,225,127,30000,22500,0,1,0
